========== V1 详细装箱坐标 ==========

第1辆车，装载164件，容积利用率 65.62%，重量利用率 33.02%
货物ID, x(cm), y(cm), z(cm), l(cm), w(cm), h(cm)
G1, 230.0, 170.0, 120.0, 60.0, 40.0, 30.0
G4, 230.0, 0.0, 150.0, 80.0, 60.0, 50.0
G2, 420.0, 50.0, 75.0, 50.0, 35.0, 25.0
G2, 0.0, 70.0, 75.0, 50.0, 35.0, 25.0
G1, 610.0, 175.0, 120.0, 60.0, 40.0, 30.0
G1, 490.0, 160.0, 130.0, 60.0, 40.0, 30.0
G2, 310.0, 75.0, 75.0, 50.0, 35.0, 25.0
G1, 50.0, 180.0, 130.0, 60.0, 40.0, 30.0
G4, 230.0, 60.0, 150.0, 80.0, 60.0, 50.0
G5, 130.0, 155.0, 90.0, 40.0, 40.0, 60.0
G4, 360.0, 150.0, 150.0, 80.0, 60.0, 50.0
G5, 130.0, 195.0, 90.0, 40.0, 40.0, 60.0
G2, 360.0, 80.0, 75.0, 50.0, 35.0, 25.0
G1, 490.0, 0.0, 150.0, 60.0, 40.0, 30.0
G2, 0.0, 105.0, 75.0, 50.0, 35.0, 25.0
G1, 50.0, 60.0, 150.0, 60.0, 40.0, 30.0
G5, 610.0, 0.0, 100.0, 40.0, 40.0, 60.0
G1, 490.0, 100.0, 150.0, 60.0, 40.0, 30.0
G1, 50.0, 120.0, 150.0, 60.0, 40.0, 30.0
G2, 310.0, 110.0, 75.0, 50.0, 35.0, 25.0
G2, 360.0, 115.0, 75.0, 50.0, 35.0, 25.0
G1, 230.0, 170.0, 150.0, 60.0, 40.0, 30.0
G2, 0.0, 140.0, 75.0, 50.0, 35.0, 25.0
G2, 310.0, 145.0, 75.0, 50.0, 35.0, 25.0
G2, 0.0, 175.0, 75.0, 50.0, 35.0, 25.0
G2, 310.0, 180.0, 75.0, 50.0, 35.0, 25.0
G1, 610.0, 175.0, 150.0, 60.0, 40.0, 30.0
G1, 490.0, 160.0, 160.0, 60.0, 40.0, 30.0
G5, 420.0, 85.0, 100.0, 40.0, 40.0, 60.0
G1, 50.0, 180.0, 160.0, 60.0, 40.0, 30.0
G1, 50.0, 60.0, 180.0, 60.0, 40.0, 30.0
G1, 490.0, 100.0, 180.0, 60.0, 40.0, 30.0
G5, 230.0, 120.0, 100.0, 40.0, 40.0, 60.0
G2, 0.0, 210.0, 75.0, 50.0, 35.0, 25.0
G5, 440.0, 150.0, 100.0, 40.0, 40.0, 60.0
G2, 230.0, 210.0, 75.0, 50.0, 35.0, 25.0
G2, 360.0, 210.0, 75.0, 50.0, 35.0, 25.0
G2, 0.0, 0.0, 100.0, 50.0, 35.0, 25.0
G5, 360.0, 0.0, 150.0, 40.0, 40.0, 60.0
G2, 130.0, 0.0, 100.0, 50.0, 35.0, 25.0
G2, 310.0, 0.0, 100.0, 50.0, 35.0, 25.0
G1, 50.0, 120.0, 180.0, 60.0, 40.0, 30.0
G1, 490.0, 160.0, 190.0, 60.0, 40.0, 30.0
G2, 0.0, 35.0, 100.0, 50.0, 35.0, 25.0
G1, 50.0, 180.0, 190.0, 60.0, 40.0, 30.0
G5, 360.0, 40.0, 150.0, 40.0, 40.0, 60.0
G1, 50.0, 0.0, 200.0, 60.0, 40.0, 30.0
G2, 0.0, 70.0, 100.0, 50.0, 35.0, 25.0
G5, 490.0, 40.0, 150.0, 40.0, 40.0, 60.0
G2, 0.0, 105.0, 100.0, 50.0, 35.0, 25.0
G1, 230.0, 0.0, 200.0, 60.0, 40.0, 30.0
G2, 0.0, 140.0, 100.0, 50.0, 35.0, 25.0
G5, 440.0, 150.0, 160.0, 40.0, 40.0, 60.0
G2, 310.0, 145.0, 100.0, 50.0, 35.0, 25.0
G2, 0.0, 175.0, 100.0, 50.0, 35.0, 25.0
G2, 310.0, 180.0, 100.0, 50.0, 35.0, 25.0
G1, 230.0, 60.0, 200.0, 60.0, 40.0, 30.0
G1, 360.0, 150.0, 200.0, 60.0, 40.0, 30.0
G2, 360.0, 210.0, 100.0, 50.0, 35.0, 25.0
G1, 490.0, 100.0, 210.0, 60.0, 40.0, 30.0
G2, 420.0, 0.0, 130.0, 50.0, 35.0, 25.0
G2, 550.0, 0.0, 150.0, 50.0, 35.0, 25.0
G1, 610.0, 215.0, 0.0, 60.0, 30.0, 40.0
G2, 420.0, 0.0, 155.0, 50.0, 35.0, 25.0
G2, 550.0, 0.0, 175.0, 50.0, 35.0, 25.0
G1, 610.0, 215.0, 40.0, 60.0, 30.0, 40.0
G2, 420.0, 0.0, 180.0, 50.0, 35.0, 25.0
G2, 490.0, 0.0, 180.0, 50.0, 35.0, 25.0
G1, 610.0, 215.0, 80.0, 60.0, 30.0, 40.0
G2, 550.0, 0.0, 200.0, 50.0, 35.0, 25.0
G2, 420.0, 0.0, 205.0, 50.0, 35.0, 25.0
G1, 310.0, 215.0, 0.0, 40.0, 30.0, 60.0
G1, 440.0, 190.0, 40.0, 40.0, 30.0, 60.0
G2, 490.0, 0.0, 205.0, 50.0, 35.0, 25.0
G1, 310.0, 215.0, 60.0, 40.0, 30.0, 60.0
G1, 310.0, 75.0, 100.0, 40.0, 30.0, 60.0
G2, 490.0, 160.0, 220.0, 50.0, 35.0, 25.0
G2, 440.0, 220.0, 0.0, 50.0, 25.0, 35.0
G1, 310.0, 110.0, 100.0, 40.0, 30.0, 60.0
G2, 490.0, 220.0, 0.0, 50.0, 25.0, 35.0
G2, 440.0, 220.0, 35.0, 50.0, 25.0, 35.0
G2, 490.0, 220.0, 35.0, 50.0, 25.0, 35.0
G1, 0.0, 210.0, 100.0, 40.0, 30.0, 60.0
G2, 440.0, 220.0, 70.0, 50.0, 25.0, 35.0
G1, 310.0, 215.0, 120.0, 40.0, 30.0, 60.0
G2, 490.0, 220.0, 70.0, 50.0, 25.0, 35.0
G1, 0.0, 0.0, 125.0, 40.0, 30.0, 60.0
G2, 610.0, 50.0, 75.0, 50.0, 25.0, 35.0
G2, 180.0, 0.0, 100.0, 50.0, 25.0, 35.0
G2, 420.0, 50.0, 100.0, 50.0, 25.0, 35.0
G2, 440.0, 220.0, 105.0, 50.0, 25.0, 35.0
G1, 0.0, 35.0, 125.0, 40.0, 30.0, 60.0
G2, 490.0, 220.0, 105.0, 50.0, 25.0, 35.0
G2, 610.0, 50.0, 110.0, 50.0, 25.0, 35.0
G2, 130.0, 0.0, 125.0, 50.0, 25.0, 35.0
G1, 0.0, 70.0, 125.0, 40.0, 30.0, 60.0
G1, 0.0, 105.0, 125.0, 40.0, 30.0, 60.0
G1, 0.0, 140.0, 125.0, 40.0, 30.0, 60.0
G2, 310.0, 0.0, 125.0, 50.0, 25.0, 35.0
G2, 310.0, 145.0, 125.0, 50.0, 25.0, 35.0
G1, 0.0, 175.0, 125.0, 40.0, 30.0, 60.0
G2, 180.0, 0.0, 135.0, 50.0, 25.0, 35.0
G2, 420.0, 50.0, 135.0, 50.0, 25.0, 35.0
G2, 610.0, 50.0, 145.0, 50.0, 25.0, 35.0
G1, 310.0, 180.0, 125.0, 40.0, 30.0, 60.0
G2, 130.0, 0.0, 160.0, 50.0, 25.0, 35.0
G1, 130.0, 195.0, 150.0, 40.0, 30.0, 60.0
G2, 310.0, 0.0, 160.0, 50.0, 25.0, 35.0
G1, 610.0, 0.0, 160.0, 40.0, 30.0, 60.0
G1, 0.0, 210.0, 160.0, 40.0, 30.0, 60.0
G1, 310.0, 215.0, 180.0, 40.0, 30.0, 60.0
G1, 0.0, 0.0, 185.0, 40.0, 30.0, 60.0
G2, 310.0, 145.0, 160.0, 50.0, 25.0, 35.0
G2, 420.0, 50.0, 170.0, 50.0, 25.0, 35.0
G2, 610.0, 50.0, 180.0, 50.0, 25.0, 35.0
G1, 0.0, 70.0, 185.0, 40.0, 30.0, 60.0
G2, 190.0, 35.0, 120.0, 35.0, 25.0, 50.0
G2, 570.0, 80.0, 120.0, 35.0, 25.0, 50.0
G2, 190.0, 115.0, 120.0, 35.0, 25.0, 50.0
G1, 0.0, 140.0, 185.0, 40.0, 30.0, 60.0
G2, 570.0, 120.0, 120.0, 35.0, 25.0, 50.0
G2, 570.0, 200.0, 120.0, 35.0, 25.0, 50.0
G2, 440.0, 220.0, 140.0, 35.0, 25.0, 50.0
G2, 310.0, 180.0, 185.0, 35.0, 25.0, 50.0
G1, 650.0, 0.0, 40.0, 30.0, 40.0, 60.0
G2, 440.0, 220.0, 190.0, 35.0, 25.0, 50.0
G2, 130.0, 0.0, 195.0, 35.0, 25.0, 50.0
G2, 310.0, 0.0, 195.0, 35.0, 25.0, 50.0
G2, 310.0, 145.0, 195.0, 35.0, 25.0, 50.0
G2, 460.0, 85.0, 40.0, 25.0, 50.0, 35.0
G1, 270.0, 120.0, 40.0, 30.0, 40.0, 60.0
G1, 650.0, 0.0, 100.0, 30.0, 40.0, 60.0
G2, 460.0, 85.0, 75.0, 25.0, 50.0, 35.0
G2, 460.0, 85.0, 110.0, 25.0, 50.0, 35.0
G2, 460.0, 85.0, 145.0, 25.0, 50.0, 35.0
G1, 270.0, 120.0, 100.0, 30.0, 40.0, 60.0
G2, 280.0, 210.0, 0.0, 25.0, 35.0, 50.0
G2, 410.0, 210.0, 0.0, 25.0, 35.0, 50.0
G2, 280.0, 210.0, 50.0, 25.0, 35.0, 50.0
G2, 410.0, 210.0, 50.0, 25.0, 35.0, 50.0
G1, 650.0, 0.0, 160.0, 30.0, 40.0, 60.0

第4辆车，装载352件，容积利用率 61.37%，重量利用率 41.33%
货物ID, x(cm), y(cm), z(cm), l(cm), w(cm), h(cm)
G5, 0.0, 0.0, 0.0, 40.0, 40.0, 60.0
G1, 40.0, 0.0, 0.0, 60.0, 40.0, 30.0
G2, 100.0, 0.0, 0.0, 50.0, 35.0, 25.0
G1, 150.0, 0.0, 0.0, 60.0, 40.0, 30.0
G2, 210.0, 0.0, 0.0, 50.0, 35.0, 25.0
G1, 260.0, 0.0, 0.0, 60.0, 40.0, 30.0
G1, 320.0, 0.0, 0.0, 60.0, 40.0, 30.0
G2, 380.0, 0.0, 0.0, 50.0, 35.0, 25.0
G1, 430.0, 0.0, 0.0, 60.0, 40.0, 30.0
G2, 490.0, 0.0, 0.0, 50.0, 35.0, 25.0
G1, 540.0, 0.0, 0.0, 60.0, 40.0, 30.0
G2, 600.0, 0.0, 0.0, 50.0, 35.0, 25.0
G5, 100.0, 35.0, 0.0, 40.0, 40.0, 60.0
G2, 210.0, 35.0, 0.0, 50.0, 35.0, 25.0
G4, 600.0, 35.0, 0.0, 80.0, 60.0, 50.0
G5, 380.0, 35.0, 0.0, 40.0, 40.0, 60.0
G4, 0.0, 40.0, 0.0, 80.0, 60.0, 50.0
G1, 150.0, 40.0, 0.0, 60.0, 40.0, 30.0
G1, 260.0, 40.0, 0.0, 60.0, 40.0, 30.0
G1, 320.0, 40.0, 0.0, 60.0, 40.0, 30.0
G3, 430.0, 40.0, 0.0, 70.0, 50.0, 40.0
G2, 500.0, 40.0, 0.0, 50.0, 35.0, 25.0
G5, 550.0, 40.0, 0.0, 40.0, 40.0, 60.0
G5, 210.0, 70.0, 0.0, 40.0, 40.0, 60.0
G2, 100.0, 75.0, 0.0, 50.0, 35.0, 25.0
G1, 150.0, 80.0, 0.0, 60.0, 40.0, 30.0
G1, 260.0, 80.0, 0.0, 60.0, 40.0, 30.0
G2, 380.0, 75.0, 0.0, 50.0, 35.0, 25.0
G2, 500.0, 75.0, 0.0, 50.0, 35.0, 25.0
G2, 320.0, 80.0, 0.0, 50.0, 35.0, 25.0
G1, 430.0, 90.0, 0.0, 60.0, 40.0, 30.0
G5, 550.0, 80.0, 0.0, 40.0, 40.0, 60.0
G5, 600.0, 95.0, 0.0, 40.0, 40.0, 60.0
G2, 0.0, 100.0, 0.0, 50.0, 35.0, 25.0
G3, 320.0, 115.0, 0.0, 70.0, 50.0, 40.0
G1, 150.0, 120.0, 0.0, 60.0, 40.0, 30.0
G5, 640.0, 95.0, 0.0, 40.0, 40.0, 60.0
G1, 210.0, 120.0, 0.0, 60.0, 40.0, 30.0
G4, 430.0, 130.0, 0.0, 80.0, 60.0, 50.0
G5, 50.0, 100.0, 0.0, 40.0, 40.0, 60.0
G4, 510.0, 130.0, 0.0, 80.0, 60.0, 50.0
G2, 100.0, 110.0, 0.0, 50.0, 35.0, 25.0
G2, 270.0, 120.0, 0.0, 50.0, 35.0, 25.0
G2, 0.0, 135.0, 0.0, 50.0, 35.0, 25.0
G2, 600.0, 135.0, 0.0, 50.0, 35.0, 25.0
G2, 50.0, 140.0, 0.0, 50.0, 35.0, 25.0
G2, 100.0, 145.0, 0.0, 50.0, 35.0, 25.0
G3, 150.0, 160.0, 0.0, 70.0, 50.0, 40.0
G3, 220.0, 160.0, 0.0, 70.0, 50.0, 40.0
G3, 320.0, 165.0, 0.0, 70.0, 50.0, 40.0
G5, 390.0, 115.0, 0.0, 40.0, 40.0, 60.0
G4, 600.0, 170.0, 0.0, 80.0, 60.0, 50.0
G4, 600.0, 35.0, 50.0, 80.0, 60.0, 50.0
G4, 0.0, 40.0, 50.0, 80.0, 60.0, 50.0
G2, 0.0, 170.0, 0.0, 50.0, 35.0, 25.0
G5, 390.0, 155.0, 0.0, 40.0, 40.0, 60.0
G2, 50.0, 175.0, 0.0, 50.0, 35.0, 25.0
G1, 430.0, 190.0, 0.0, 60.0, 40.0, 30.0
G5, 100.0, 180.0, 0.0, 40.0, 40.0, 60.0
G5, 490.0, 190.0, 0.0, 40.0, 40.0, 60.0
G1, 530.0, 190.0, 0.0, 60.0, 40.0, 30.0
G2, 0.0, 205.0, 0.0, 50.0, 35.0, 25.0
G4, 430.0, 130.0, 50.0, 80.0, 60.0, 50.0
G4, 510.0, 130.0, 50.0, 80.0, 60.0, 50.0
G4, 600.0, 170.0, 50.0, 80.0, 60.0, 50.0
G2, 50.0, 210.0, 0.0, 50.0, 35.0, 25.0
G1, 40.0, 0.0, 30.0, 60.0, 40.0, 30.0
G5, 390.0, 195.0, 0.0, 40.0, 40.0, 60.0
G2, 150.0, 210.0, 0.0, 50.0, 35.0, 25.0
G5, 150.0, 0.0, 30.0, 40.0, 40.0, 60.0
G2, 200.0, 210.0, 0.0, 50.0, 35.0, 25.0
G5, 260.0, 0.0, 30.0, 40.0, 40.0, 60.0
G1, 320.0, 0.0, 30.0, 60.0, 40.0, 30.0
G1, 430.0, 0.0, 30.0, 60.0, 40.0, 30.0
G2, 250.0, 210.0, 0.0, 50.0, 35.0, 25.0
G2, 100.0, 0.0, 25.0, 50.0, 35.0, 25.0
G1, 540.0, 0.0, 30.0, 60.0, 40.0, 30.0
G2, 210.0, 0.0, 25.0, 50.0, 35.0, 25.0
G1, 150.0, 40.0, 30.0, 60.0, 40.0, 30.0
G2, 380.0, 0.0, 25.0, 50.0, 35.0, 25.0
G2, 490.0, 0.0, 25.0, 50.0, 35.0, 25.0
G5, 260.0, 40.0, 30.0, 40.0, 40.0, 60.0
G2, 600.0, 0.0, 25.0, 50.0, 35.0, 25.0
G2, 210.0, 35.0, 25.0, 50.0, 35.0, 25.0
G1, 320.0, 40.0, 30.0, 60.0, 40.0, 30.0
G2, 500.0, 40.0, 25.0, 50.0, 35.0, 25.0
G1, 150.0, 80.0, 30.0, 60.0, 40.0, 30.0
G2, 100.0, 75.0, 25.0, 50.0, 35.0, 25.0
G2, 380.0, 75.0, 25.0, 50.0, 35.0, 25.0
G5, 260.0, 80.0, 30.0, 40.0, 40.0, 60.0
G1, 430.0, 90.0, 30.0, 60.0, 40.0, 30.0
G4, 600.0, 35.0, 100.0, 80.0, 60.0, 50.0
G2, 500.0, 75.0, 25.0, 50.0, 35.0, 25.0
G2, 320.0, 80.0, 25.0, 50.0, 35.0, 25.0
G2, 0.0, 100.0, 25.0, 50.0, 35.0, 25.0
G4, 0.0, 40.0, 100.0, 80.0, 60.0, 50.0
G1, 150.0, 120.0, 30.0, 60.0, 40.0, 30.0
G2, 100.0, 110.0, 25.0, 50.0, 35.0, 25.0
G4, 430.0, 130.0, 100.0, 80.0, 60.0, 50.0
G1, 210.0, 120.0, 30.0, 60.0, 40.0, 30.0
G2, 270.0, 120.0, 25.0, 50.0, 35.0, 25.0
G1, 430.0, 190.0, 30.0, 60.0, 40.0, 30.0
G1, 530.0, 190.0, 30.0, 60.0, 40.0, 30.0
G1, 430.0, 40.0, 40.0, 60.0, 40.0, 30.0
G1, 320.0, 115.0, 40.0, 60.0, 40.0, 30.0
G5, 150.0, 160.0, 40.0, 40.0, 40.0, 60.0
G1, 220.0, 160.0, 40.0, 60.0, 40.0, 30.0
G1, 320.0, 165.0, 40.0, 60.0, 40.0, 30.0
G4, 510.0, 130.0, 100.0, 80.0, 60.0, 50.0
G1, 40.0, 0.0, 60.0, 60.0, 40.0, 30.0
G4, 600.0, 170.0, 100.0, 80.0, 60.0, 50.0
G1, 320.0, 0.0, 60.0, 60.0, 40.0, 30.0
G2, 0.0, 135.0, 25.0, 50.0, 35.0, 25.0
G4, 600.0, 35.0, 150.0, 80.0, 60.0, 50.0
G2, 600.0, 135.0, 25.0, 50.0, 35.0, 25.0
G2, 50.0, 140.0, 25.0, 50.0, 35.0, 25.0
G4, 0.0, 40.0, 150.0, 80.0, 60.0, 50.0
G1, 430.0, 0.0, 60.0, 60.0, 40.0, 30.0
G1, 540.0, 0.0, 60.0, 60.0, 40.0, 30.0
G5, 0.0, 0.0, 60.0, 40.0, 40.0, 60.0
G2, 100.0, 145.0, 25.0, 50.0, 35.0, 25.0
G2, 0.0, 170.0, 25.0, 50.0, 35.0, 25.0
G5, 100.0, 35.0, 60.0, 40.0, 40.0, 60.0
G1, 150.0, 40.0, 60.0, 60.0, 40.0, 30.0
G1, 320.0, 40.0, 60.0, 60.0, 40.0, 30.0
G1, 150.0, 80.0, 60.0, 60.0, 40.0, 30.0
G1, 430.0, 90.0, 60.0, 60.0, 40.0, 30.0
G2, 50.0, 175.0, 25.0, 50.0, 35.0, 25.0
G1, 150.0, 120.0, 60.0, 60.0, 40.0, 30.0
G2, 0.0, 205.0, 25.0, 50.0, 35.0, 25.0
G2, 50.0, 210.0, 25.0, 50.0, 35.0, 25.0
G1, 210.0, 120.0, 60.0, 60.0, 40.0, 30.0
G4, 430.0, 130.0, 150.0, 80.0, 60.0, 50.0
G2, 150.0, 210.0, 25.0, 50.0, 35.0, 25.0
G5, 380.0, 35.0, 60.0, 40.0, 40.0, 60.0
G1, 430.0, 190.0, 60.0, 60.0, 40.0, 30.0
G1, 530.0, 190.0, 60.0, 60.0, 40.0, 30.0
G1, 430.0, 40.0, 70.0, 60.0, 40.0, 30.0
G4, 510.0, 130.0, 150.0, 80.0, 60.0, 50.0
G4, 600.0, 170.0, 150.0, 80.0, 60.0, 50.0
G2, 200.0, 210.0, 25.0, 50.0, 35.0, 25.0
G5, 550.0, 40.0, 60.0, 40.0, 40.0, 60.0
G2, 250.0, 210.0, 25.0, 50.0, 35.0, 25.0
G5, 210.0, 70.0, 60.0, 40.0, 40.0, 60.0
G5, 550.0, 80.0, 60.0, 40.0, 40.0, 60.0
G2, 100.0, 0.0, 50.0, 50.0, 35.0, 25.0
G5, 600.0, 95.0, 60.0, 40.0, 40.0, 60.0
G2, 210.0, 0.0, 50.0, 50.0, 35.0, 25.0
G2, 380.0, 0.0, 50.0, 50.0, 35.0, 25.0
G1, 320.0, 115.0, 70.0, 60.0, 40.0, 30.0
G1, 220.0, 160.0, 70.0, 60.0, 40.0, 30.0
G2, 490.0, 0.0, 50.0, 50.0, 35.0, 25.0
G1, 320.0, 165.0, 70.0, 60.0, 40.0, 30.0
G2, 600.0, 0.0, 50.0, 50.0, 35.0, 25.0
G1, 40.0, 0.0, 90.0, 60.0, 40.0, 30.0
G5, 640.0, 95.0, 60.0, 40.0, 40.0, 60.0
G2, 210.0, 35.0, 50.0, 50.0, 35.0, 25.0
G5, 50.0, 100.0, 60.0, 40.0, 40.0, 60.0
G1, 320.0, 0.0, 90.0, 60.0, 40.0, 30.0
G2, 500.0, 40.0, 50.0, 50.0, 35.0, 25.0
G2, 100.0, 75.0, 50.0, 50.0, 35.0, 25.0
G2, 380.0, 75.0, 50.0, 50.0, 35.0, 25.0
G5, 390.0, 115.0, 60.0, 40.0, 40.0, 60.0
G1, 430.0, 0.0, 90.0, 60.0, 40.0, 30.0
G2, 500.0, 75.0, 50.0, 50.0, 35.0, 25.0
G2, 320.0, 80.0, 50.0, 50.0, 35.0, 25.0
G2, 0.0, 100.0, 50.0, 50.0, 35.0, 25.0
G5, 390.0, 155.0, 60.0, 40.0, 40.0, 60.0
G1, 540.0, 0.0, 90.0, 60.0, 40.0, 30.0
G2, 100.0, 110.0, 50.0, 50.0, 35.0, 25.0
G2, 270.0, 120.0, 50.0, 50.0, 35.0, 25.0
G5, 100.0, 180.0, 60.0, 40.0, 40.0, 60.0
G2, 0.0, 135.0, 50.0, 50.0, 35.0, 25.0
G1, 150.0, 40.0, 90.0, 60.0, 40.0, 30.0
G5, 490.0, 190.0, 60.0, 40.0, 40.0, 60.0
G1, 320.0, 40.0, 90.0, 60.0, 40.0, 30.0
G1, 150.0, 80.0, 90.0, 60.0, 40.0, 30.0
G2, 600.0, 135.0, 50.0, 50.0, 35.0, 25.0
G5, 150.0, 0.0, 90.0, 40.0, 40.0, 60.0
G5, 260.0, 0.0, 90.0, 40.0, 40.0, 60.0
G2, 50.0, 140.0, 50.0, 50.0, 35.0, 25.0
G2, 100.0, 145.0, 50.0, 50.0, 35.0, 25.0
G1, 430.0, 90.0, 90.0, 60.0, 40.0, 30.0
G1, 150.0, 120.0, 90.0, 60.0, 40.0, 30.0
G5, 260.0, 40.0, 90.0, 40.0, 40.0, 60.0
G1, 210.0, 120.0, 90.0, 60.0, 40.0, 30.0
G2, 0.0, 170.0, 50.0, 50.0, 35.0, 25.0
G2, 50.0, 175.0, 50.0, 50.0, 35.0, 25.0
G5, 260.0, 80.0, 90.0, 40.0, 40.0, 60.0
G2, 0.0, 205.0, 50.0, 50.0, 35.0, 25.0
G2, 50.0, 210.0, 50.0, 50.0, 35.0, 25.0
G1, 530.0, 190.0, 90.0, 60.0, 40.0, 30.0
G2, 150.0, 210.0, 50.0, 50.0, 35.0, 25.0
G1, 430.0, 40.0, 100.0, 60.0, 40.0, 30.0
G5, 320.0, 115.0, 100.0, 40.0, 40.0, 60.0
G1, 220.0, 160.0, 100.0, 60.0, 40.0, 30.0
G5, 150.0, 160.0, 100.0, 40.0, 40.0, 60.0
G1, 320.0, 165.0, 100.0, 60.0, 40.0, 30.0
G1, 40.0, 0.0, 120.0, 60.0, 40.0, 30.0
G5, 320.0, 0.0, 120.0, 40.0, 40.0, 60.0
G5, 430.0, 0.0, 120.0, 40.0, 40.0, 60.0
G1, 540.0, 0.0, 120.0, 60.0, 40.0, 30.0
G1, 150.0, 40.0, 120.0, 60.0, 40.0, 30.0
G5, 100.0, 35.0, 120.0, 40.0, 40.0, 60.0
G2, 200.0, 210.0, 50.0, 50.0, 35.0, 25.0
G1, 320.0, 40.0, 120.0, 60.0, 40.0, 30.0
G5, 550.0, 40.0, 120.0, 40.0, 40.0, 60.0
G2, 250.0, 210.0, 50.0, 50.0, 35.0, 25.0
G1, 150.0, 80.0, 120.0, 60.0, 40.0, 30.0
G2, 210.0, 0.0, 75.0, 50.0, 35.0, 25.0
G2, 380.0, 0.0, 75.0, 50.0, 35.0, 25.0
G1, 430.0, 90.0, 120.0, 60.0, 40.0, 30.0
G1, 150.0, 120.0, 120.0, 60.0, 40.0, 30.0
G5, 50.0, 100.0, 120.0, 40.0, 40.0, 60.0
G2, 490.0, 0.0, 75.0, 50.0, 35.0, 25.0
G1, 530.0, 190.0, 120.0, 60.0, 40.0, 30.0
G2, 600.0, 0.0, 75.0, 50.0, 35.0, 25.0
G1, 430.0, 40.0, 130.0, 60.0, 40.0, 30.0
G1, 220.0, 160.0, 130.0, 60.0, 40.0, 30.0
G2, 210.0, 35.0, 75.0, 50.0, 35.0, 25.0
G1, 320.0, 165.0, 130.0, 60.0, 40.0, 30.0
G5, 100.0, 180.0, 120.0, 40.0, 40.0, 60.0
G2, 100.0, 75.0, 75.0, 50.0, 35.0, 25.0
G1, 320.0, 40.0, 150.0, 60.0, 40.0, 30.0
G1, 430.0, 40.0, 160.0, 60.0, 40.0, 30.0
G5, 150.0, 0.0, 150.0, 40.0, 40.0, 60.0
G1, 220.0, 160.0, 160.0, 60.0, 40.0, 30.0
G2, 380.0, 75.0, 75.0, 50.0, 35.0, 25.0
G5, 260.0, 80.0, 150.0, 40.0, 40.0, 60.0
G2, 500.0, 75.0, 75.0, 50.0, 35.0, 25.0
G2, 320.0, 80.0, 75.0, 50.0, 35.0, 25.0
G2, 100.0, 110.0, 75.0, 50.0, 35.0, 25.0
G2, 0.0, 135.0, 75.0, 50.0, 35.0, 25.0
G5, 320.0, 115.0, 160.0, 40.0, 40.0, 60.0
G5, 150.0, 160.0, 160.0, 40.0, 40.0, 60.0
G2, 600.0, 135.0, 75.0, 50.0, 35.0, 25.0
G2, 50.0, 140.0, 75.0, 50.0, 35.0, 25.0
G5, 320.0, 165.0, 160.0, 40.0, 40.0, 60.0
G1, 430.0, 40.0, 190.0, 60.0, 40.0, 30.0
G2, 0.0, 170.0, 75.0, 50.0, 35.0, 25.0
G1, 220.0, 160.0, 190.0, 60.0, 40.0, 30.0
G2, 50.0, 175.0, 75.0, 50.0, 35.0, 25.0
G1, 600.0, 35.0, 200.0, 60.0, 40.0, 30.0
G2, 0.0, 205.0, 75.0, 50.0, 35.0, 25.0
G2, 50.0, 210.0, 75.0, 50.0, 35.0, 25.0
G2, 150.0, 210.0, 75.0, 50.0, 35.0, 25.0
G1, 510.0, 130.0, 200.0, 60.0, 40.0, 30.0
G2, 200.0, 210.0, 75.0, 50.0, 35.0, 25.0
G1, 600.0, 170.0, 200.0, 60.0, 40.0, 30.0
G2, 250.0, 210.0, 75.0, 50.0, 35.0, 25.0
G1, 320.0, 215.0, 0.0, 60.0, 30.0, 40.0
G2, 210.0, 0.0, 100.0, 50.0, 35.0, 25.0
G2, 380.0, 0.0, 100.0, 50.0, 35.0, 25.0
G2, 490.0, 0.0, 100.0, 50.0, 35.0, 25.0
G2, 210.0, 35.0, 100.0, 50.0, 35.0, 25.0
G2, 100.0, 75.0, 100.0, 50.0, 35.0, 25.0
G1, 320.0, 215.0, 40.0, 60.0, 30.0, 40.0
G2, 380.0, 75.0, 100.0, 50.0, 35.0, 25.0
G2, 500.0, 75.0, 100.0, 50.0, 35.0, 25.0
G2, 320.0, 80.0, 100.0, 50.0, 35.0, 25.0
G2, 600.0, 135.0, 100.0, 50.0, 35.0, 25.0
G1, 320.0, 215.0, 80.0, 60.0, 30.0, 40.0
G2, 0.0, 205.0, 100.0, 50.0, 35.0, 25.0
G2, 50.0, 210.0, 100.0, 50.0, 35.0, 25.0
G1, 320.0, 215.0, 120.0, 60.0, 30.0, 40.0
G1, 150.0, 40.0, 150.0, 60.0, 30.0, 40.0
G1, 430.0, 90.0, 150.0, 60.0, 30.0, 40.0
G2, 150.0, 210.0, 100.0, 50.0, 35.0, 25.0
G2, 200.0, 210.0, 100.0, 50.0, 35.0, 25.0
G2, 250.0, 210.0, 100.0, 50.0, 35.0, 25.0
G1, 320.0, 215.0, 160.0, 60.0, 30.0, 40.0
G1, 320.0, 215.0, 200.0, 60.0, 30.0, 40.0
G2, 380.0, 0.0, 125.0, 50.0, 35.0, 25.0
G1, 500.0, 40.0, 75.0, 40.0, 30.0, 60.0
G1, 0.0, 100.0, 75.0, 40.0, 30.0, 60.0
G2, 490.0, 0.0, 125.0, 50.0, 35.0, 25.0
G2, 320.0, 80.0, 125.0, 50.0, 35.0, 25.0
G1, 100.0, 145.0, 75.0, 40.0, 30.0, 60.0
